Year,Department,Job Code,Wages,Overtime,Fixed Benefits,Variable Benefits,Total,ObjectId
20,Parks & Community Services,RNG209 - Rec Prog Coord,91958.64,,11884.23,19383.03,123225.9,16409
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,4783.85,,,1200.46,5984.31,16410
17,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,2219.25,,,665.58,2884.83,16411
17,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,12221.63,219.92,,3377.31,15818.86,16412
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,3174,,,841.14,4015.14,16413
21,Parks & Community Services,RNG209 - Rec Prog Coord,7732.2,,1310.26,1642.29,10684.75,16414
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,15529.23,,,3372.01,18901.24,16415
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,34,,,8.98,42.98,16416
21,Parks & Community Services,RNG209 - Rec Prog Coord,7647.9,,1310.26,1627.29,10585.45,16417
18,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,11107.64,197.67,,2893.33,14198.64,16418
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,30.1,,,8.17,38.27,16419
14,Parks & Community Services,RNG209 - Rec Prog Coord,44060.65,,12106.48,7358.47,63525.6,16420
14,Parks & Community Services,RNG303 - Rec Prog Tech,16967.76,,4966.85,2846.5,24781.11,16421
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,17227.86,,,3780.31,21008.17,16422
17,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,574.75,,,176.56,751.31,16423
14,Parks & Community Services,RNG210 - Rec Supv,92366.1,,16745.83,15660.01,124771.94,16424
17,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,9633.75,,,2684.14,12317.89,16425
21,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,15.26,,,4.33,19.59,16426
15,Parks & Community Services,RNG209 - Rec Prog Coord,66154.16,,18140.15,11721.53,96015.84,16427
15,Parks & Community Services,RNG303 - Rec Prog Tech,35772.24,219.08,13566.24,6482.08,56039.64,16428
16,Parks & Community Services,RPG301 - Rec Prog Aide - PBP,20052.01,,,4652.54,24704.55,16429
16,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,17841.84,,,4101.49,21943.33,16430
18,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,7811.54,,0.27,2231.94,10043.75,16431
15,Parks & Community Services,RNG210 - Rec Supv,96420,,18140.15,17226.85,131787,16432
18,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,15623.31,,0.47,4078.31,19702.09,16433
14,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,2354.6,,,913.8,3268.4,16434
16,Parks & Community Services,RNG209 - Rec Prog Coord,69356.04,,19252.49,12992.54,101601.07,16435
16,Parks & Community Services,RNG303 - Rec Prog Tech,39949.39,,14499.18,7453.08,61901.65,16436
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,17488.19,,,4583.45,22071.64,16437
17,Parks & Community Services,RPG301 - Rec Prog Aide - PBP,18066.22,,,4784.39,22850.61,16438
19,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,1266,,0.46,388.3,1654.76,16439
16,Parks & Community Services,RNG210 - Rec Supv,4057.27,,805.51,767.8,5630.58,16440
19,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,319.96,,0.47,83.93,404.36,16441
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,222.6,,,98.27,320.87,16442
17,Parks & Community Services,RNG209 - Rec Prog Coord,74081.05,,17335.86,14751.89,106168.8,16443
18,Parks & Community Services,RNG209 - Rec Prog Coord,79823.99,,15447.16,16418.18,111689.33,16444
19,Parks & Community Services,RNG209 - Rec Prog Coord,86465.28,,15468.23,18007.12,119940.63,16445
20,Parks & Community Services,RNG209 - Rec Prog Coord,92326.16,,11884.23,19289.97,123500.36,16446
21,Parks & Community Services,RNG209 - Rec Prog Coord,7797.2,,1310.26,1643.91,10751.37,16447
17,Transportation,RNG209 - Rec Prog Coord,-7953.64,,-0.03,-12.73,-7966.4,16448
14,Parks & Community Services,RNG209 - Rec Prog Coord,82497.6,,17073.33,13764.87,113335.8,16449
15,Parks & Community Services,RNG209 - Rec Prog Coord,83910.88,,18140.15,14853.76,116904.79,16450
16,Parks & Community Services,RNG209 - Rec Prog Coord,84843.6,,19252.49,15843.89,119939.98,16451
17,Parks & Community Services,RNG209 - Rec Prog Coord,83903.12,,17335.86,16589.84,117828.82,16452
18,Parks & Community Services,RNG209 - Rec Prog Coord,88510.32,,15446.77,18130.33,122087.42,16453
19,Parks & Community Services,RNG209 - Rec Prog Coord,92592.88,,15468.53,19271.54,127332.95,16454
20,Parks & Community Services,RNG209 - Rec Prog Coord,91958.64,,11884.23,19363.23,123206.1,16455
21,Parks & Community Services,RNG209 - Rec Prog Coord,7732.2,,1310.26,1638.51,10680.97,16456
14,Parks & Community Services,RNG209 - Rec Prog Coord,8134.76,,2128.65,601.95,10865.36,16457
20,Parks & Community Services,RNG209 - Rec Prog Coord,8330.19,,666.21,1964.68,10961.08,16458
21,Parks & Community Services,RNG209 - Rec Prog Coord,5603.44,,1310.26,1340.44,8254.14,16459
14,Parks & Community Services,RNG209 - Rec Prog Coord,62794.28,,17073.33,10515.61,90383.22,16460
15,Parks & Community Services,RNG209 - Rec Prog Coord,66192.32,,18140.15,11769.93,96102.4,16461
16,Parks & Community Services,RNG209 - Rec Prog Coord,70100.48,,19252.49,13147.92,102500.89,16462
17,Parks & Community Services,RNG209 - Rec Prog Coord,74876.72,,17335.86,14936.47,107149.05,16463
18,Parks & Community Services,RNG209 - Rec Prog Coord,80685.24,,15506.16,16693.84,112885.24,16464
19,Parks & Community Services,RNG209 - Rec Prog Coord,87428.02,,16116.91,18875.21,122420.14,16465
20,Parks & Community Services,RNG209 - Rec Prog Coord,92738.64,,11884.23,19374.12,123996.99,16466
21,Parks & Community Services,RNG209 - Rec Prog Coord,7797.2,,1310.26,1637.01,10744.47,16467
19,Parks & Community Services,RNG209 - Rec Prog Coord,10645.05,,2579.64,2307.19,15531.88,16468
20,Parks & Community Services,RNG209 - Rec Prog Coord,67196.88,,11884.23,14286.89,93368,16469
21,Parks & Community Services,RNG209 - Rec Prog Coord,5932.64,,1310.26,1264.74,8507.64,16470
15,Parks & Community Services,RNG209 - Rec Prog Coord,50260.48,,15125.43,9139.92,74525.83,16471
16,Parks & Community Services,RNG209 - Rec Prog Coord,65748.8,,19252.49,12464.36,97465.65,16472
17,Parks & Community Services,RNG209 - Rec Prog Coord,70278.85,,17335.86,14172.96,101787.67,16473
18,Parks & Community Services,RNG209 - Rec Prog Coord,75785.24,,15446.08,15767.75,106999.07,16474
19,Parks & Community Services,RNG209 - Rec Prog Coord,82152.72,,15468.01,17272.73,114893.46,16475
20,Parks & Community Services,RNG209 - Rec Prog Coord,87580.08,,11884.23,18512.51,117976.82,16476
21,Parks & Community Services,RNG209 - Rec Prog Coord,7732.2,,1310.26,1643.55,10686.01,16477
17,Parks & Community Services,RNG209 - Rec Prog Coord,-305.16,,66.99,71.37,-166.8,16478
16,Parks & Community Services,RNG209 - Rec Prog Coord,5151.51,,1531.27,989.47,7672.25,16479
17,Parks & Community Services,RNG209 - Rec Prog Coord,69512.36,,17335.86,14066.86,100915.08,16480
18,Parks & Community Services,RNG209 - Rec Prog Coord,74958.72,,15446.2,15629.38,106034.3,16481
19,Parks & Community Services,RNG209 - Rec Prog Coord,81256.8,,15467.96,17097.02,113821.78,16482
20,Parks & Community Services,RNG209 - Rec Prog Coord,86625.12,,11884.23,18311.95,116821.3,16483
18,Parks & Community Services,RPG301 - Rec Prog Aide - PBP,19558.97,,1.04,4994.22,24554.23,16484
14,Parks & Community Services,RNG210 - Rec Supv,81502.8,,17073.33,13665.97,112242.1,16485
17,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,1919.5,,,600.41,2519.91,16486
18,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,19163.62,,1.22,4842.09,24006.93,16487
19,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,20110.36,,1.33,5101.56,25213.25,16488
16,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,85.4,,,25.27,110.67,16489
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,1323.65,,,326.29,1649.94,16490
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12669.52,247.68,,2886.55,15803.75,16491
14,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,1008.75,,,240.15,1248.9,16492
15,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,1480,72,,328.01,1880.01,16493
17,Parks & Community Services,RNG303 - Rec Prog Tech,-990.3,,725.76,140.97,-123.57,16494
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,206.4,,,45.22,251.62,16495
14,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,9324.66,48.93,,2329.26,11702.85,16496
18,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,6988.35,,0.09,1989.9,8978.34,16497
15,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,7241.5,168,,1721.69,9131.19,16498
14,Parks & Community Services,RNG503 - Home Repair Loan Spec,77561.04,,17073.33,13181.12,107815.49,16499
19,Parks & Community Services,RPG301 - Rec Prog Aide - PBP,13812.79,,1.14,3514.13,17328.06,16500
15,Parks & Community Services,RNG210 - Rec Supv,87204.2,,18140.15,15488.78,120833.13,16501
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,9881.62,,,2159.47,12041.09,16502
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,4858.32,,,1206.57,6064.89,16503
19,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,73.2,,0.02,20.93,94.15,16504
15,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,8842.5,641.25,,2148.59,11632.34,16505
15,Parks & Community Services,RNG503 - Home Repair Loan Spec,79246.8,,18140.15,14235.63,111622.58,16506
20,Parks & Community Services,RPG301 - Rec Prog Aide - PBP,19.86,,,5.07,24.93,16507
16,Parks & Community Services,RNG210 - Rec Supv,88671.62,,19252.49,16633.06,124557.17,16508
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12802.49,,,2758.25,15560.74,16509
14,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,8872.64,,,2206.78,11079.42,16510
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,262.98,,,72.31,335.29,16511
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,2164.77,,,571.19,2735.96,16512
21,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,73.02,,,20.1,93.12,16513
18,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,4524,,0.25,1278.84,5803.09,16514
19,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,339,,0.5,96.77,436.27,16515
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,876.46,,,250.12,1126.58,16516
21,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,274.68,,,77.92,352.6,16517
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,55.46,,,36,91.46,16518
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,322.35,,,100.42,422.77,16519
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,1.11,,,0.22,1.33,16520
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,9.93,,,16.31,26.24,16521
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,31.5,,,8.47,39.97,16522
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,2160.65,,,578.85,2739.5,16523
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,9624.96,,,2539.18,12164.14,16524
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,10295.53,,,2624.73,12920.26,16525
16,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,10290.16,,,2711.49,13001.65,16526
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12092.11,,,3142.39,15234.5,16527
18,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12524.45,,0.29,3157.73,15682.47,16528
19,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,11944.92,,1.22,3011.19,14957.33,16529
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,3528.75,,,870,4398.75,16530
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12559.48,,,2670.24,15229.72,16531
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12241.8,,,2634.55,14876.35,16532
16,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,18231.95,,,4166.96,22398.91,16533
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,18402.7,,,4699.53,23102.23,16534
18,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12540.49,,0.29,3164.91,15705.69,16535
19,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,14024.84,,0.59,3573.53,17598.96,16536
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,2815.94,,,692.08,3508.02,16537
21,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,43,,,11.25,54.25,16538
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,9622.5,,,2037.65,11660.15,16539
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,10792.64,,,2336.56,13129.2,16540
16,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,10824.02,,,2436.94,13260.96,16541
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12806.59,,,3292.52,16099.11,16542
18,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,13857.18,125.16,0.41,3482.85,17465.6,16543
19,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,13781.78,,,3463.46,17245.24,16544
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,6751.15,,,1604.6,8355.75,16545
21,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,102.13,,,26.73,128.86,16546
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,14201.02,,,2887.04,17088.06,16547
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,13142.08,,,2771.93,15914.01,16548
16,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,13717.22,,,3024.38,16741.6,16549
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,14448.17,,,3658.73,18106.9,16550
18,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,14625.39,,0.78,3623.91,18250.08,16551
19,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,16695.11,,1.29,4165.27,20861.67,16552
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,2954.87,,,714.89,3669.76,16553
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,156.43,,,41.84,198.27,16554
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,2759.96,,,727.25,3487.21,16555
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,2425.5,,,562.13,2987.63,16556
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,8457.5,165,,2152.53,10775.03,16557
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,9235.4,,,2170.08,11405.48,16558
16,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,10254.1,,,2514.81,12768.91,16559
17,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,3233,,,934.1,4167.1,16560
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,490,,,116.65,606.65,16561
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,4170,45,,1085.35,5300.35,16562
16,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,5520,,,1424.84,6944.84,16563
17,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,11,,,3.3,14.3,16564
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,3606.35,,,995.88,4602.23,16565
15,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,440,,,110.66,550.66,16566
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,31.12,,,8.37,39.49,16567
20,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,31.12,,,8.37,39.49,16568
16,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,2337.5,,,601.96,2939.46,16569
17,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,4270.75,,,1318.11,5588.86,16570
16,Parks & Community Services,RNG503 - Home Repair Loan Spec,79879.92,,19252.49,15123.85,114256.26,16571
18,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,1124.3,,,321.02,1445.32,16572
16,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,10846.33,,,2405.43,13251.76,16573
17,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,161.7,,,55.41,217.11,16574
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,1988.41,,,501.5,2489.91,16575
16,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,5640,,,1452.28,7092.28,16576
17,Parks & Community Services,RNG503 - Home Repair Loan Spec,81317.76,,17335.86,16323.5,114977.12,16577
15,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,8505,405.01,,2009.73,10919.74,16578
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,16974.48,,,3509.59,20484.07,16579
15,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,7402.5,,,1689.83,9092.33,16580
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,14270.25,,,3035.41,17305.66,16581
15,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,4928,168,,1209.66,6305.66,16582
18,Parks & Community Services,RNG503 - Home Repair Loan Spec,83513.28,,15446.51,17360.26,116320.05,16583
16,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,19352.68,,,4270.61,23623.29,16584
16,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,168,,,49.29,217.29,16585
19,Parks & Community Services,RNG503 - Home Repair Loan Spec,86219.04,,15468.26,18146.05,119833.35,16586
17,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,5912.5,,,1835.97,7748.47,16587
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12142.34,,,3071.8,15214.14,16588
17,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,354.32,,,97.36,451.68,16589
20,Parks & Community Services,RNG503 - Home Repair Loan Spec,87738.32,,11884.23,18513.46,118136.01,16590
18,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,4410.25,,,1258.34,5668.59,16591
18,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,13351.1,,,3312.29,16663.39,16592
18,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,100.38,,,26.07,126.45,16593
21,Parks & Community Services,RNG503 - Home Repair Loan Spec,7360.5,,1310.26,1565.56,10236.32,16594
16,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,3715,,,959.23,4674.23,16595
19,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,7664.77,,0.82,1925.56,9591.15,16596
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,5870.46,,,1246.55,7117.01,16597
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,6331.92,,,1374.25,7706.17,16598
16,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,5315.05,,,1215.97,6531.02,16599
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,2507.98,,,652.45,3160.43,16600
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,12828.19,,,2891.95,15720.14,16601
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,8948.17,,,2018.51,10966.68,16602
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,3973.71,,,895.45,4869.16,16603
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,2574.71,,,539.69,3114.4,16604
17,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,181.53,,,30.15,211.68,16605
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,1224.45,,,331.76,1556.21,16606
19,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,0,,,16.45,16.45,16607
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,1641.01,,,422.46,2063.47,16608
20,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,1927.51,,,479.34,2406.85,16609
21,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,189,,,49.68,238.68,16610
16,,RPR703 - Rec Asst 3 - PBP Rate 7,-108.5,,,20.81,-87.69,16611
14,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,20578.5,,,4278.64,24857.14,16612
15,Parks & Community Services,RPR703 - Rec Asst 3 - PBP Rate 7,26759.68,,,5601.8,32361.48,16613
